구분,,,,,,Crude,,,,,,,,,LPG,,,,WSR,,,LSR,,,,,,,,HSR,,,,,Kero,,,,,,,LKD,HKD,,Diesel,,,,,,,RC,,,,,,,,,,,,,,,,,,LLVGO,,,,,LVGO,,,,,,,,,,,,,,,,,,HVGO,,,,,,,,,,,,,,,,,,HHVGO,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RFCC Max Blending Ratio,,,,,,,,,HCR Feed VGO,,,,,,,,,,,,,HCR Feed Max Blending Ratio,,,,,,,,,,VRHCR Max Blending Ratio,,,,,,,,,
Assay ID,Feedstock,채취일,공식Assay 여부,Feedstock코드,Origin,API,Sulfur wt. %,Fe ppm,P/P ℃,Nitrogen ppm,Mercaptan ppm,TAN mg KOH/g,Cl ppm,Salt PTB,Yield vol. %,SG,RVP psi,Mercaptan ppm,Yield %,SG,N+2A %,Yield %,SG,N-Paraffines %,I-Paraffines %,Olefines %,Naphthenes %,Aromatics %,CS2 wtppm,Yield %,S.G,N+2A %,Naphthenes %,Nitrogen ppm,Yield %,S.G,Sulfur %,Freeze Point ℃,Aromatics %,Smoke Point mm,Mercaptan ppm,Yield %,Yield %,Freeze Point ℃,Yield %,S.G,Sulfur %,C/P ℃,P/P ℃,Cetane Index,TAN mg KOH/g,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,V(50) cSt.,N+2A %,Ni+V ppm,Ni ppm,V ppm,Fe ppm,MCRT wt. %,TAN mg KOH/g,Na ppm,Copper ppm,ASP(C7) wt. %,UOPK,Yield %,S.G,Sulfur %,Nitrogen ppm,V(50) cSt.,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,MCRT wt. %,VK,V(40) cSt.,V(50) cSt.,V(100) cSt.,VI,TAN mg KOH/g,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,VK,MCRT %,V(40) cSt.,V(50) cSt.,V(100) cSt.,VI,TAN mg KOH/g,Yield %,S.G,Sulfur %,Nitrogen ppm,P/P ℃,MCRT wt. %,V(50) cSt.,Yield %,API,S.G,Sulfur %,Nitrogen ppm,P/P ℃,MCRT wt. %,Ni+V ppm,Ni ppm,V ppm,SEDEX,TAN mg KOH/g,Na ppm,Copper ppm,Fe ppm,Ca ppm,Mg ppm,Ca+Mg+Fe ppm,Parrafines %,Aromatics %,ASP(C7) wt. %,Resin %,CII (SARA),V(50) cSt.,V(70) cSt.,V(100) cSt.,V(110) cSt.,VR/AR %,MCRT/S Ratio,S/N Ratio,SARA Saturates wt. %,SARA Asphaltene wt. %,SARA Resin wt. %,SARA Aromatics wt. %,API,Sulfur %,Nitrogen ppm,MCRT %,V(50) (Feed 85kbd) cSt.,UOPK,Ni+V ppm,Na ppm,Fe ppm,API,Sulfur wt. %,Nitrogen ppm,Ni+V ppm,Ni ppm,V ppm,Fe ppm,ASP(C7) wtppm,V(100) cSt.,MCRT wt. %,VI,VK Factor,TAN mg KOH/g,Sulfur %,Nitrogen (단기) %,Nitrogen (장기) %,Ni+V %,Fe %,ASP(C7) %,V(100) %,MCRT %,VI %,TAN %,Sulfur %,Nitrogen %,MCRT %,Ni+V %,Fe %,Na %,ASP(C7) %,CII (SARA) %,SEDEX %,V(100) %
KWA-T18,Kuwait,2018-05-26,Y,case065,Kuwait,30.2,2.6,1.1,-54.8,1148,39.9,0.17,,,2.2,0.562,45.9,0,17.3,0.708,31.7,7.2,0.665,39.9,50.3,0,8.8,1,,10.1,0.738,46.8,25.2,0,14.5,0.788,0.2,-43.3,16.3,26.7,10.2,7.5,7,-35.1,22.4,0.855,1.6,-2.6,-2.7,54.6,0.1,43.7,11.7,0.988,4.4,2275,18.5,1960,119.1,87.5,19.8,67.7,2.3,12.8,0.18,9.6,0,7.1,11.6,3.1,0.905,2.8,466,11.4,6.2,22.3,0.92,2.8,651,24,0,0,0,0,0,0,3.9,33.7,22.8,5.8,113.8,0.2,14.1,17.7,0.948,3.5,1189,38.9,1.2,0.3,0.9,0,2.7,3.8,1.5,249.3,138.4,18.5,79.6,0.2,0.7,0.977,4.1,1767,46.8,5.6,1485,19.7,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,14320.7577,2438,25.3,29.2,0.5,,,,,21.3,26.6,55,13.3,11.6,,14.9,5.5,,18.6,3.3,1082,0.9,0.2,0.7,0,2.1,15.9,1.2,86.5,3.8,0.2,,,,41,,,,33.3,,,,,,,,,,,,27.4
KLC-TP1,Kuwait Light Crude,2022-10-19,Y,case066,Kuwait,37,1.9,0.8,-50.2,867,104.1,0.48,,,2.2,0.565,45.9,0,24.5,0.696,26.9,12.6,0.655,43.4,50,0,5.9,0.7,,11.9,0.738,47.7,20.5,0,18.7,0.784,0.1,-45,17,24,81.7,11,7.7,-34.3,21.4,0.847,1.2,-1.5,-6.3,57.7,0.1,33.3,12.8,0.98,4.1,2181,5.5,1652,118.6,75.8,18.3,57.5,2,11.9,0.21,1.6,0,6.2,11.7,2.6,0.894,2.3,411,11.3,4.3,24.8,0.906,2.1,591,19.6,0,0,0,0,0,0,4.2,44.5,28.2,6,65.2,0.2,10.5,19.3,0.938,3,1161,35.2,0.8,0.3,0.5,0,478.3,3.9,1.1,238.1,130,16.7,65.8,0.3,0.5,0.971,3.8,1715,42.7,4.1,955,15.3,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,14607.17285,2438,25.3,29.2,0.5,,,,,24.3,30.1,60,14.8,12.1,,17.7,45.2,,20.4,2.8,1047,0.6,0.2,0.4,0,382.6,14.6,0.9,65.7,4,0.3,,,,68.4,,19.9,,75.2,,,,,,,,,,,,32
K$W-T1,Kuwait SRFO,2014-08-11,Y,case067,Kuwait,14.7,3.8,1.7,2.5,2629,30,0.21,,,0,0.41,447.9,0,0.1,0.737,52.4,0,0.689,44.8,34.6,0,18.8,1.8,,0.1,0.747,58.8,37.9,0,1.1,0.815,1,-63.2,13.2,23,22,0.3,0.8,-59.8,13.5,0.899,2.4,-8.1,-9.5,41.2,0.2,85.3,12.9,0.98,4,3022,18.8,3438,133.3,93.2,22.9,70.3,2,12.2,0.16,,,5.6,11.8,4.4,0.924,2.9,418,18,10,20,0.934,3,657,19.8,0,0,0,0,0,0,3.7,63,38.2,7.1,56.8,0.2,27.4,17.5,0.95,3.4,1478,41.5,1.1,0.3,0.8,0,518.7,3.7,1.2,686.8,318.6,25.3,15,0.2,1.5,0.96,3.7,2268,50.7,4.4,2556,42,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,14899.31631,2438,25.3,29.2,0.5,,,,,24.5,31.3,32,14.1,10.2,,13.8,,,18,3.3,1313,0.9,0.2,0.6,0,415,21.6,1,23.3,3.7,0.2,,,26.4,45.7,,18.2,66.8,53.5,12,,,28.2,,,,,,,,87.4
KSR-TP2,Kuwait South Ratqa,2023-12-04,Y,case068,Kuwait,14.4,4.8,1.5,-29.3,1270,38.2,1.63,,,0.3,0.57,45.9,0,5.5,0.687,25.7,3.6,0.654,45.6,47.4,0,6.2,0.8,,2,0.747,57.9,26.9,0,7.7,0.813,0.6,-80.5,16.6,21.8,77.1,3.5,4.2,-74.2,22.5,0.895,2.9,-50.5,-51.3,40.2,0.5,63.9,5.5,1.033,6.1,1813,27.5,24142,138.4,148.3,32.7,115.5,2.1,16.7,1.37,6.2,0,9.8,11.2,3.9,0.951,4.5,545,18.3,7.4,15.3,0.964,4.3,719,-42.2,0,0,0,0,0,0,3.3,96.7,54.8,8.4,27.1,0,19.7,11.7,0.988,5,1143,-25.8,0.8,0.3,0.5,0,20.6,3.3,2,1081.7,468.1,30.2,-7.6,0.5,1,1.017,5.8,1507,-15.4,6.9,9621,31.9,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,15197.30263,2438,25.3,29.2,0.5,,,,,12.7,16.6,98,9.3,7.6,,8.1,8.7,,12.4,4.9,1058,0.6,0.2,0.4,0,16.5,25.8,1.6,-0.6,3.3,0.4,10.3,,,71.3,,,54.2,19.5,7.6,,18.2,,48.1,,,,76,,,16.9
KSL-TP6,Kuwait Super Light,2023-12-12,Y,case069,Kuwait,52.2,0.3,0,-49.9,35,112.1,0.32,,,4.7,0.553,63,0,35.6,0.701,29.5,16.7,0.662,66.2,24.5,0,8.7,0.6,,18.9,0.736,46.8,26,0,25.9,0.779,0,-46.7,15.6,28,138.3,14.7,11.3,-37.3,21.2,0.835,0.5,-6.3,-5.2,61.3,0.1,12.6,25.7,0.9,0.9,202,28.1,52,92.5,0.4,0.1,0.2,0.1,1.5,0.14,10.1,0,0,12.3,2,0.878,1,94,10.7,3.1,28.9,0.882,0.6,99,23.8,0,0,0,0,0,0,4.9,28.7,19.6,5.2,108.8,0.1,5.2,25.6,0.901,0.9,202,38.6,0,0,0,0,5.1,4.8,0.4,104,62.9,11.2,91.8,0.1,0.2,0.92,1.1,376,47,2,259,2.1,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,15501.24869,2438,25.3,29.2,0.5,,,,,,,,,,41.2,,5.2,,26.3,0.8,181,0,0,0,0,4.1,10,0.3,95.2,4.8,0.1,,,,,,,,,,,,,,,,,,,,
LUL-T2,Lula,2020-03-16,Y,case070,Brazil,29.6,0.4,2.1,-2.7,2555,11,0,,,1.7,0.555,63,0,14,0.718,46,5.6,0.674,37.1,45.7,0,15.8,1.4,,8.4,0.748,64.3,45.8,0.1,13.9,0.802,0.1,-46.6,16.2,25,32.6,7,6.9,-38.7,21.8,0.862,0.2,-4.4,-4.5,51.6,0,48.7,16.2,0.958,0.6,4595,24.9,1246,124.6,38.3,20.5,17.8,3.9,6.5,0.1,7.7,0.5,1,11.8,3.4,0.903,0.3,1603,15.1,7.2,23.1,0.915,0.3,1881,23.5,0,0,0,0,0,0,3.6,53,32.9,6.5,60.5,0.1,17.7,19.4,0.938,0.5,3010,39.9,0.9,0.5,0.4,0.1,3.7,3.5,0.7,491,238.2,21.7,25.3,0.1,0.8,0.953,0.6,4401,48.9,3,3017,19.6,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,15811.27366,2438,25.3,29.2,0.5,,,,,41,,17,44.7,13.1,,45.1,7,35.7,20.1,0.4,2784,0.7,0.4,0.3,0.1,3,18.6,0.5,32.3,3.5,0.1,,9.5,1.9,57.1,,,83.7,,15.3,,,7.3,,,,,,,,82.8
MAD-T1,Madura,2010-04-21,Y,case071,Indonesia,42.7,0.2,1.3,14.8,318,10.6,0.22,,,4.3,0.565,63,0,31.8,0.728,56.7,13.9,0.686,29.4,44.4,0,23.4,2.9,,17.9,0.762,78.2,41.7,0,19.2,0.801,0.1,-42.6,19.6,20.6,23.9,11.8,7.4,-32.3,23.2,0.861,0.2,6.3,6.8,50.7,0.1,21.5,21.7,0.923,0.4,1192,49.6,106,109.5,25.5,22.9,2.6,5.1,4.3,0.66,,,0.7,12,2.5,0.878,0.3,426,9.9,6.1,28.4,0.885,0.3,441,41.6,0,0,0,0,0,0,4.5,21.8,15.3,4.3,106,0.5,8.7,22.7,0.917,0.4,945,57,1.6,1.5,0.1,0.2,49.7,4,0.9,137.6,80,12.5,78.3,0.8,0.2,0.966,0.5,1972,67.7,5.5,6189,4,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,16127.49913,2438,25.3,29.2,0.5,,,,,,,,,,,95.7,,19.3,23.9,0.3,844,1.2,1.2,0.1,0.1,39.8,10.9,0.7,83.8,4.1,0.8,,,,28.7,,,,,,,,,,,67.6,,,,,29.6
MAN-T8,Mandji,2013-07-01,Y,case072,Gabon,29.3,1,4.3,2.6,1969,7.7,0.83,,7,1.4,0.552,63,0,12.5,0.723,49.1,4.7,0.678,36.2,41.6,0,21,1.2,,7.7,0.75,64.8,45.4,0,13.1,0.8,0.1,-43.9,12.2,23.9,0.9,6.3,6.8,-36.6,23.6,0.852,0.5,1.9,0.7,55.9,0.4,49.4,16.4,0.957,1.6,3579,39,992,104.2,163.7,102,61.8,7.9,8,0.96,5.9,0,3.4,11.9,3.3,0.889,0.8,604,13.3,7.3,25.1,0.904,0.8,835,31.2,0,0,0,0,0,0,4,41.8,26.9,6,82.3,0.9,17.9,21.2,0.926,1.2,1854,47.2,2.3,1.3,1,0.2,2360.7,3.9,0.7,256.1,137.8,17,59.8,1,0.8,0.954,1.6,3146,55.9,3.3,1311,20.2,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,16450.04912,2438,25.3,29.2,0.5,,,,,43.4,,24,28.2,14,,7.3,9.2,9.3,22,1.1,1650,1.8,1,0.8,0.1,1888.6,14.8,0.5,64.3,3.9,1,,33.3,6.7,18.5,,3.8,,,,,,10.3,,53.7,,,,93,23.8,50.2
MRS-TP11,Mars,2023-10-22,Y,case073,Louisiana,28.4,2,6,-42.5,1040,15.3,0.79,,,1.6,0.562,45.9,0,16.2,0.706,33.5,7.3,0.663,42,46.6,0,10.7,0.6,,8.9,0.742,51.1,33.4,0,14.7,0.794,0.2,-49.5,13.9,26.3,24.8,7.6,7,-41.7,21.1,0.864,1.2,-8.8,-7.9,50.5,0.7,46.4,11.3,0.991,3.3,1953,16,3756,124.3,144.4,39.8,104.5,11.4,12.4,1.58,15.8,0,6.7,11.6,3.1,0.911,2,462,14.1,6,21.7,0.924,2,654,20,0,0,0,0,0,0,3.8,54.4,33.7,6.6,61.6,1.3,15.8,17.7,0.948,2.4,1236,37,1.2,0.4,0.7,0.2,42.3,3.7,1,413.8,207.9,20.8,40.7,1.7,0.7,0.975,3,1768,45.8,4.1,3061,20.8,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,16779.0501,2438,25.3,29.2,0.5,,,,,20.4,45.3,79,13.9,10,,8.4,3.3,5.6,18.5,2.4,1120,0.9,0.4,0.6,0.1,33.8,18,0.8,44.9,3.7,1.6,,,,40.8,,,89.2,99.9,24.9,90.4,,,,,70.8,,,,,22
MTL-C2,Martin Linge,2021-04-14,Y,case074,Norway,27.6,0.2,2,-24.5,532,23.9,2.67,,,0.3,0.489,142,0,9.8,0.742,65.8,2.9,0.703,20.8,39.7,0,36.4,3.1,,7,0.758,75.4,47.9,0,13.4,0.819,0,-58.1,16.8,20.3,2.7,5.7,7.7,-53.5,35.4,0.891,0.1,-25.7,-28.3,40.7,1.6,41,18.2,0.945,0.4,1181,20.8,275,119.2,7.5,6,1.5,4.5,4.3,3.48,,,0.1,11.9,4.4,0.917,0.2,203,17.8,7.8,21.6,0.924,0.3,322,0.7,0,0,0,0,0,0,3.7,53.5,34.8,7.8,110.1,5.1,16.2,18.9,0.941,0.3,768,17.2,0.2,0.1,0,0,37.6,3.7,0.8,324.2,180.1,23.5,91.6,4.7,0.6,0.947,0.4,1302,26.4,3.3,935,12,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,17114.6311,2438,25.3,29.2,0.5,,,,,70.9,,,,26.1,,,,25.4,19.5,0.3,679,0.1,0.1,0,0,30.1,20.4,0.6,95.3,3.7,4.8,,,,,,,72.5,,,23.4,,,,,,,,,,
MYA-T3,Maya,2017-08-08,Y,case075,Mexico,20.4,3.9,0.5,-27.4,2995,168.1,0.03,,,1.3,0.558,63,0,12.6,0.713,38.7,5.2,0.668,36.6,50.8,0,10.6,2,,7.4,0.745,55.7,30.2,0.1,12.7,0.794,0.7,-42.7,16.7,25.8,65.6,6.6,6.1,-34.7,18.6,0.869,2.4,-4.8,-4.6,48.6,0.1,54.8,4.8,1.038,5.5,4806,40.9,861625,128.6,340.6,52.5,288.1,0.8,19.6,0.25,0.4,0,20.6,11.2,2.7,0.918,3.3,531,14.6,5.3,20.2,0.932,3.3,679,22.2,0,0,0,0,0,0,3.7,58.9,36.3,7,65.6,0.3,15.7,15.1,0.966,4.1,5200,36.8,1.9,0.5,1.4,0,879,3.3,1.9,828.7,368.8,26.1,-7.3,0.5,0.9,1,4.7,2378,43.5,6.5,1438361,30.3,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,17456.92372,2438,25.3,29.2,0.5,,,,,12.2,18.9,16,7.5,5.5,,3.3,,,16.1,4,4296,1.5,0.4,1.1,0,703.2,22.3,1.5,7.2,3.4,0.4,26.8,4.8,1,22.5,,10.4,64.2,21.4,8.7,,30.6,14.4,34.1,20,,,11.5,18.6,3.5,9.7
MEL-T2,Mellitah Condensate,2014-12-28,Y,case076,Libya,60.5,0.1,0,-50,5,86.5,0.04,,0,5,0.569,45.9,0,59.5,0.708,38.8,32.3,0.672,27,58.7,0,11.7,2.6,,27.2,0.751,64.7,33.5,0,25.5,0.788,0,-47.4,16,25.7,208.9,16.6,8.9,-36,9.6,0.833,0.4,-10.6,-10.2,57.9,0,0.4,26.2,0.897,0.9,666,29.9,27,91.8,0.2,0.1,0.1,0,0.3,0.03,,,0,12,0.2,0.88,0.9,247,14.9,0.1,26.3,0.897,0.8,448,21.1,0,0,0,0,0,0,4.3,41.7,27.6,6.5,107.8,0,0.1,20.4,0.931,0.8,1517,32.4,0.1,0,0.1,0,19.3,3.6,0.7,187.8,106.6,15.4,79.2,0,0,0.977,1.1,4933,43.4,6.9,2357,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,17806.0622,2438,25.3,29.2,0.5,,,,,,,,,,,,,,21.6,0.8,1303,0.1,0,0.1,0,15.4,13.6,0.6,84.9,3.8,0,,,29.1,,,,,,,,,6.9,,,,,,,,
MRY-T1,Merey,2010-11-21,Y,case077,Venezuela,17.6,2.7,3.1,-13.6,4155,69.8,2.66,,,0.5,0.54,63,0,8.5,0.739,63.7,2.9,0.693,21.3,47.1,0,28.1,3.5,,5.7,0.763,78.2,49.4,0,9.2,0.81,0.1,-52.9,16.3,18.7,137,4.2,5,-46.7,19.1,0.889,1.5,-15.7,-15.8,41.5,1.2,62.6,7.3,1.019,3.6,6080,41,90639,137.4,384.3,77.4,306.9,4.6,17,1.87,1.2,0,13.7,11.3,3,0.941,2.5,1397,29.7,6.5,17.4,0.951,2.5,2048,12.6,0,0,0,0,0,0,3.2,147.4,78.3,9.9,-2.1,3.1,20.8,14.4,0.97,2.9,3267,28.1,1.9,0.4,1.5,0.1,428,3.1,1.6,1246.6,516.9,29.9,-38.6,3.3,1.1,1,3.4,4454,37.9,7.2,49694,31.3,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,18162.18344,2438,25.3,29.2,0.5,,,,,14.4,37.7,12,9,6.6,,2.9,70.1,23.9,15,2.8,3023,1.5,0.4,1.2,0,342.4,25.9,1.3,-31.3,3.1,3.3,,8.2,1.7,22.6,,22.4,54.1,29.9,5.2,35.8,,5,41.9,13.7,,,21.5,23.2,1.6,13.3
mero_a1,Mero,2018-03-22,Y,case078,Brazil,28.5,0.4,0.4,9.1,2557,4.4,0.2,,,0.7,0.542,63,0,9.1,0.728,51.7,3,0.683,28.4,47,0,23,1.6,,6.1,0.75,64,43.3,0,15.3,0.804,0,-61.1,15.7,24.8,8.5,7.4,7.9,-54,27.8,0.869,0.2,-0.9,-1.6,49,0.1,47.2,17.2,0.951,0.6,4934,37,365,125.3,20.6,9.1,11.5,0.7,5.7,0.19,,,0.9,11.9,4.1,0.901,0.3,839,13.8,7.8,23.9,0.91,0.4,1331,29.7,0,0,0,0,0,0,3.7,36.6,24.3,5.9,100.8,0.2,17.8,20.5,0.931,0.5,2741,46.8,0.4,0.2,0.2,0,155.9,3.6,0.6,208.3,115.7,15.7,70.1,0.2,0.7,0.951,0.6,4240,55.6,2.5,743,16.7,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,18525.42711,2438,25.3,29.2,0.5,,,,,52.5,,15,62.5,21.6,,,,,21.2,0.5,2459,0.3,0.1,0.2,0,124.7,13.7,0.5,76.3,3.7,0.2,,11.9,2.4,,,73.9,,,,,,4.4,,,,,,,,
MIN-T2,Minas,2016-06-28,Y,case079,Sumatra,32.3,0.1,0.4,27.3,982,2.4,0.09,,,0.2,0.513,63,0,6,0.727,44.5,1.4,0.692,19.3,52,0,26.3,2.4,,4.6,0.738,48.7,37.3,0,13.1,0.788,0,-37,11.2,31.3,2.6,6.3,6.8,-29.2,25.5,0.837,0.1,13.7,13.2,63.2,0.1,55.2,25.4,0.902,0.1,1693,46.2,149,95.2,11.3,11.3,0,0.8,3.4,0.13,0,0,2.6,12.5,4.5,0.861,0.1,32,9,11.3,33.3,0.859,0.1,196,42,0,0,0,0,0,0,5.6,19.3,13.9,4.3,137.4,0.1,20,28.9,0.882,0.1,998,56.9,0.3,0.3,0,0,56.4,5,0.3,69.9,44.2,9,103.1,0.1,0.8,0.912,0.2,1748,65.6,1.7,989,18.6,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,18895.93565,2438,25.3,29.2,0.5,,,,,,,,,50.3,28.5,,,,29.8,0.1,838,0.2,0.2,0,0,45.1,8.1,0.2,109.9,5.1,0.1,,,,,,,,,,,,,,,,,,,51.4,
MDC-T1,Muda Condensate,2010-03-03,Y,case080,Malaysia,48.3,0,0,-33.3,20,1.2,0.12,,,0.9,0.536,45.9,0,54.5,0.747,68.8,18.6,0.703,20.9,42.6,0,32.1,4.5,,36,0.769,83.1,42,0,24.1,0.811,0,7.9,23.5,16.3,1.8,17.2,6.9,22.3,17.6,0.864,0.1,2.7,5.4,47.6,0.1,2.9,29.2,0.881,0.1,382,46.8,26,89.2,0,0,0,0.1,0.2,0.21,,,0,12.2,0.9,0.871,0.1,338,14.6,1.2,29.9,0.877,0.1,377,35.7,0,0,0,0,0,0,4.7,36.7,24.5,6,107.3,0.2,0.7,26.2,0.897,0.1,414,47.3,0,0,0,0.1,40.2,4.6,0.6,99.9,60.3,10.7,87.7,0.3,0,0.948,0.2,800,58.6,7,330,0,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,19273.85436,2438,25.3,29.2,0.5,,,,,,,,,,47.1,,,,26.9,0.1,407,0,0,0,0.1,32.1,9.7,0.5,91.7,4.6,0.3,,,,,,,,,,,,,,,,,,,,
MUD-T1,Mudi Mix,2010-02-21,Y,case081,Indonesia,37,0.3,0,25.8,267,5.4,0.08,,,0.2,0.451,142,0,16.2,0.742,65.7,5.6,0.709,19.9,41.7,0,29.7,8.8,,10.7,0.759,75.4,39.2,0,17.4,0.811,0,-45.9,22.8,18.7,17.6,8,9.3,-39.1,34.9,0.855,0.3,9.2,9.2,53.9,0.1,31.3,28.5,0.884,0.4,738,44.5,24,85.7,1.6,1,0.6,0.1,2.8,0.07,,,0.8,12.4,5.7,0.86,0.3,282,7.6,10.3,32.6,0.862,0.3,311,42.7,0,0,0,0,0,0,5.3,15.9,11.6,3.8,134.7,0.1,12.1,28.5,0.885,0.4,696,57.4,0.1,0.1,0,0,133.3,4.9,0.6,46.9,31.3,7.6,126.9,0.1,0.2,0.943,0.8,1572,68.3,5.7,411,2.9,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,19659.33145,2438,25.3,29.2,0.5,,,,,,,,,,35,,,,29.3,0.4,619,0.1,0,0,0,106.6,6.8,0.5,128.5,5,0.1,,,,,,91.3,,,,,,,,,,,,,,
MUB-T35-PIONAn,Murban,2019-01-21,Y,case082,U.A.E.,40.2,0.8,0.3,-22.5,512,52.8,0.01,,,2.8,0.558,45.9,0,22.6,0.715,41.2,9.1,0.668,50.3,34.2,0,13.3,2.2,,13.4,0.747,57.2,35.8,0,20.2,0.788,0,-44.8,17.1,26.7,62.5,12.3,7.9,-34.6,26.5,0.846,0.8,-2.1,-1.3,59,0,27.8,19.7,0.936,1.8,1530,22.6,136,109.1,16.7,7.5,9.1,1,5.1,0.01,0,,0.5,12,3.5,0.89,1.5,480,11.8,5.9,25.6,0.901,1.2,703,27.6,0,0,0,0,0,0,4.2,34.6,23,5.6,99.4,0,10.8,21.7,0.923,1.6,1238,41.4,0.5,0.2,0.3,0,205.1,4,0.9,153.1,88.6,13.7,81.6,0,0.4,0.951,2,1784,48.7,4,520,7.3,2.874025974,1.044,5.553246753,3533.506494,59.1,23.63155844,65.4,50.5025974,168.9655844,0.66312389,0.3,7.642857143,,11.63636364,3.613636364,,,7.9,45.1,4,42.9,0.1,1210936,88798,20052.51808,2438,25.3,29.2,0.5,,,,,,,,90.4,59,,,,,22.5,1.5,1131,0.4,0.2,0.2,0,164.1,12.1,0.7,85.1,4,0,,,,,,52.2,,,,,,,,,,,,,,
