Datetime,612FC702.PV,612TC138B.PV,612TC138A.PV,612FC124.PV,612TC168B.PV,612TC168A.PV,612FC129.PV,612TC170A.PV,612FC195A.PV,612AI111B3.PV/100,612FI109.PV,612FI740.PV,612FC123.MV,612SI101.PV,612SI102.PV,612AI104E.PV,612AI107E.PV,partial_p,"Gravity, API",Total Sulfur,Total Nitrogen,5% Mass,vis 100°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),c7a_c75_r1,c7a_c75_r2,N_S_r,Ni+V,Ni+V_sqrt,4V+Ni,SHFT_avg
2019-09-04,15.9993,425.8758,315.9828,12.9427,427.899,368.3716,8.6538,410.0236,6.6337,0.9719,185.6915841,62.21239226,44.99988556,1375.550759,1411.537775,834.4764381,881.6060167,158.40254645094998,3.6,5.42,3580.0,524.0,3764.0,23.36,46.7,145.1,14.2,13.4,0.5,13.82,21.02,7.2,0.464849975,0.513228635,1.9194444444444445,0.6574690770694577,660.5166051660517,191.8,13.849187701811251,627.1,0.051
2019-09-06,15.9983,426.1012,318.7163,14.9093,428.0294,368.2758,8.4333,410.0211,6.56,0.9699,183.7925683,62.24568483,44.99988556,1398.602178,1385.849174,843.6627592,890.3580737,158.07559846533002,2.9,5.79,3670.0,526.0,5510.1,24.13,53.2,166.4,15.1,13.1,0.7,15.26,22.52,7.26,0.539927302,0.528128202,2.1019283746556474,0.677619893428064,633.8514680483593,219.6,14.818906842274163,718.8000000000001,0.0495
2019-09-07,16.0013,425.7499,317.097,13.9763,428.0328,369.8304,8.0725,410.0228,6.6208,0.9683,183.094887,62.22280002,44.99988556,1395.33523,1384.253565,845.4177845,892.4279787,157.81525515325,3.2,5.55,3400.0,522.0,4453.5,23.46,48.3,156.6,13.6,14.3,0.2,14.24,22.1,7.86,0.422404707,0.515047288,1.811704834605598,0.6443438914027149,612.6126126126127,204.9,14.31432848582147,674.6999999999999,0.0559999999999999
2019-09-09,16.0023,425.748,316.1839,14.8766,427.9302,368.0277,8.5165,410.023,6.5235,0.9708,184.0818283,62.39806232,44.99988556,1397.114866,1380.139095,843.8673171,886.5743086,158.22044171112,2.7,5.83,3620.0,521.0,5890.2,24.34,52.8,170.5,14.9,15.0,0.4,15.29,22.09,6.8,0.575519322,0.54851523,2.248529411764706,0.6921684019918515,620.926243567753,223.3,14.943225890014512,734.8,0.0505
2019-09-10,16.0039,425.786,315.4545,14.0333,428.0284,368.5598,8.8205,410.0258,6.5086,0.9727,185.0420436,62.63702095,44.99988556,1391.048387,1383.680439,830.2722924,888.8545106,158.5303590535,3.1,5.66,3570.0,520.0,4958.6,23.98,50.3,167.3,14.1,9.7,0.3,14.76,22.79,8.03,0.464790889,0.52243406,1.838107098381071,0.6476524791575252,630.7420494699646,217.6,14.75127113166862,719.5,0.0455
2019-09-11,16.0027,426.0141,317.6454,14.2771,428.0379,368.5115,9.3297,410.0215,6.416,0.9705,190.867439,62.35809107,44.99988556,1390.648248,1391.517732,835.8851213,888.5221397,158.17430477805,2.9,5.8,3640.0,519.0,5820.5,24.31,50.5,172.1,15.3,9.8,0.8,15.52,23.1,7.58,0.528201737,0.540480516,2.0474934036939314,0.6718614718614718,627.5862068965517,222.6,14.919785521246611,738.9,0.048
2019-09-13,15.9982,425.9803,316.8848,16.7612,427.9868,367.8362,9.5197,410.0207,6.339,0.9653,193.5950666,62.12175501,44.99988556,1386.063902,1388.822666,836.3612521,882.791744,157.32697809794,3.1,5.74,3520.0,522.0,4947.0,23.88,52.1,171.5,16.1,8.6,0.8,14.94,22.84,7.9,0.469332776,0.518619013,1.891139240506329,0.6541155866900175,613.2404181184669,223.6,14.953260514014994,738.1,0.044
2019-09-15,16.0001,425.9726,318.1024,15.2334,428.0806,369.6334,9.4976,410.0221,6.3819,0.9684,193.1490108,62.41365502,44.99988556,1389.897724,1396.711144,836.7212178,885.6839043,157.831289442,3.1,5.68,3650.0,519.0,5785.9,23.91,54.1,171.2,16.0,7.6,0.8,14.92,22.27,7.35,0.530569853,0.542900487,2.029931972789116,0.6699595868881904,642.6056338028169,225.3,15.009996668887036,738.9,0.057
2019-09-17,15.9988,425.7713,319.5304,13.4856,427.9887,370.8302,9.3266,410.019,6.4541,0.9718,192.78944,62.01232342,44.99988556,1391.486573,1396.727879,837.2175259,887.8303548,158.38583918528,3.3,5.53,3630.0,523.0,4925.8,23.46,50.5,160.6,17.8,8.7,1.1,14.88,22.19,7.31,0.516173325,0.510733991,2.0355677154582765,0.6705723298783236,656.4195298372513,211.1,14.529280780547948,692.9,0.0495
2019-09-19,16.0001,425.9617,320.4136,15.3885,428.0023,368.6734,9.0997,410.0245,6.4006,0.9728,192.2421439,61.95183762,44.99988556,1407.636517,1398.008302,844.2560614,881.8167703,158.54880730111998,3.3,5.63,3590.0,523.0,5238.8,23.76,52.2,171.6,20.5,9.6,1.3,14.8,22.31,7.51,0.506221626,0.525064913,1.970705725699068,0.6633796503809951,637.6554174067496,223.8,14.959946523968592,738.6,0.0584999999999999
2019-09-21,16.0002,426.0071,319.7633,15.1303,427.8295,367.3649,8.7004,410.0209,6.4467,0.972,197.8153378,61.63402733,44.99988556,1397.816057,1398.905948,846.9091409,887.0515063,158.41845335879998,3.3,5.69,3640.0,523.0,5255.4,23.53,51.9,167.0,19.7,8.4,1.1,15.66,23.11,7.45,0.53054936,0.521124537,2.102013422818792,0.6776287321505842,639.7188049209138,218.9,14.79526951427381,719.9,0.0564999999999999
2019-09-23,16.0007,425.842,318.3886,14.693,427.9748,368.091,8.9398,410.0254,6.4135,0.9702,196.7176444,61.9511213,44.99988556,1400.69857,1401.183364,837.8369358,879.7761021,158.1249831084,3.3,5.68,3510.0,523.0,5274.5,23.63,53.4,172.7,19.2,8.5,1.0,15.08,22.79,7.71,0.48671657,0.494090833,1.9559014267185475,0.661693725318122,617.9577464788732,226.1,15.03662196106559,744.1999999999999,0.061
2019-09-25,16.0002,425.8761,318.3352,14.653,428.0681,368.5235,9.4683,410.0252,6.361,0.9713,200.0518915,62.12451112,44.99988556,1395.236358,1409.960141,830.9656812,882.6662797,158.30403643318,3.2,5.54,3670.0,522.0,5356.4,23.8,53.0,173.8,20.0,8.7,1.2,15.55,21.67,6.12,0.683738662,0.511016339,2.5408496732026142,0.7175819104753115,662.4548736462094,226.8,15.05988047761336,748.2,0.062
2019-09-27,15.9992,426.0708,319.3434,18.0731,427.7839,366.9697,9.4421,410.0222,6.1883,0.9653,198.5362411,62.15826988,44.99988556,1411.827273,1408.345269,845.5852825,883.0952517,157.32574647167002,3.2,5.61,3690.0,520.0,5571.0,24.04,52.5,172.7,21.2,9.8,1.1,15.4,22.89,7.49,0.552939289,0.501801717,2.05607476635514,0.672782874617737,657.7540106951872,225.2,15.006665185843255,743.3,0.0615
2019-09-29,15.999,425.7409,317.263,16.302,427.9519,369.2289,9.3883,410.0216,6.256,0.9638,194.0374027,62.40123841,44.99988556,1406.71959,1412.653762,829.9812558,882.7491425,157.08192861912,3.6,5.48,3690.0,523.0,4885.9,23.29,52.6,171.4,25.0,10.5,1.4,14.81,22.14,7.33,0.537460775,0.47113437,2.020463847203274,0.6689250225835591,673.3576642335765,224.0,14.966629547095764,738.2,0.0584999999999999
2019-10-02,15.9998,424.715,318.6642,17.621,426.7469,368.0667,7.6562,410.0258,6.6938,0.9726,198.1753924,59.14388907,39.99993134,1392.365925,1392.774801,837.0553812,883.1378015,158.53383948756002,3.8,5.46,3450.0,522.0,4463.7,24.01,52.9,174.8,23.0,11.0,1.3,14.75,22.19,7.44,0.51436996,0.491619622,1.98252688172043,0.6647138350608381,631.8681318681319,227.7,15.089731607951151,752.1,0.047
2019-10-04,15.9998,425.8954,316.0452,17.1258,428.0205,367.0276,9.1203,410.022,6.1984,0.9684,197.2703714,61.22224414,39.99993134,1418.108111,1409.68742,835.2366648,879.6257602,157.84956285948002,3.4,5.63,3570.0,521.0,4806.4,23.5,56.1,182.8,24.4,9.8,1.0,14.89,22.18,7.29,0.533162153,0.492246416,2.0425240054869684,0.6713255184851218,634.1030195381883,238.9,15.45639026422405,787.3000000000001,0.0824999999999999
2019-10-06,15.9995,425.9937,314.0018,19.2569,427.9465,365.6857,9.0379,410.0231,6.0279,0.97,198.2009734,60.93754837,39.99993134,1421.291234,1417.49665,833.1330257,878.5078143,158.110497901,3.2,5.66,3470.0,522.0,5277.0,23.51,59.1,196.4,20.9,9.7,0.8,14.47,21.99,7.52,0.502421482,0.492246416,1.9242021276595749,0.6580263756252843,613.0742049469965,255.5,15.98436736314578,844.7,0.0705
2019-10-08,16.0003,425.9301,315.9428,17.7544,427.9976,366.8662,8.4604,410.02,6.2599,0.9701,196.4799935,60.94209108,39.99993134,1424.553439,1413.381099,828.656935,875.7258164,158.12725855581,3.1,5.75,3450.0,524.0,5127.3,23.88,49.6,172.1,19.3,9.3,0.8,14.21,21.8,7.59,0.452665198,0.5117024,1.872200263504612,0.6518348623853211,600.0,221.7,14.889593681494468,738.0,0.0645
2019-10-10,15.9991,425.9617,317.5104,17.3267,428.0,367.9905,8.7555,410.0214,6.2251,0.9672,195.9684377,61.0068959,39.99993134,1429.847482,1423.372408,828.872908,878.4147241,157.65404307432,3.0,5.95,3510.0,522.0,5178.1,23.93,50.7,177.2,14.6,10.3,0.8,14.36,22.11,7.75,0.447521737,0.459423696,1.8529032258064515,0.6494798733604704,589.9159663865546,227.9,15.096357176484664,759.5,0.05
2019-10-12,15.9992,425.9395,322.3486,18.471,427.9971,367.7647,8.5231,410.0213,6.3134,0.9668,194.9009193,61.42505774,39.99993134,1438.339538,1418.927813,838.2988439,875.8966172,157.58901652836,3.5,5.62,3380.0,524.0,3754.0,23.43,42.5,148.3,13.7,11.1,0.5,14.29,21.96,7.67,0.410993647,0.427852125,1.8631029986962189,0.6507285974499089,601.4234875444839,190.8,13.813037319865606,635.7,0.053
2019-10-14,16.0005,425.9452,323.3882,16.7221,428.0164,368.9441,8.3647,410.0196,6.3917,0.9714,194.7749953,60.85521541,39.99993134,1433.767919,1429.326963,837.5096356,880.0624692,158.3388668661,3.4,5.5,3340.0,525.0,3970.0,23.82,43.9,148.9,13.4,10.6,0.3,14.41,22.45,8.04,0.40798422,0.46082897,1.7922885572139309,0.6418708240534522,607.2727272727273,192.8,13.885243966167826,639.5,0.056
2019-10-16,16.0,425.9193,325.6035,18.2984,427.9792,369.9277,8.2451,410.019,6.3908,0.9733,191.0628458,60.90541441,39.99993134,1441.719584,1417.529224,838.0317058,877.0703773,158.64783060371002,3.8,5.49,3260.0,526.0,3274.0,23.57,41.4,132.0,9.9,10.2,0.4,14.77,22.69,7.92,0.389530155,0.397232488,1.8648989898989896,0.6509475539885412,593.8069216757741,173.4,13.168143377105215,569.4,0.073
2019-10-20,15.9993,425.9696,326.8187,16.9614,427.9306,368.3669,8.3838,410.0219,6.4573,0.9721,188.3459381,60.92596081,39.99993134,1425.827396,1391.397314,817.893735,892.8790514,158.45231448429,4.0,5.11,3240.0,521.0,2808.1,23.11,42.1,121.2,11.4,8.7,0.4,11.23,19.08,7.85,0.303587323,0.407255302,1.4305732484076434,0.5885744234800839,634.050880626223,163.3,12.77888884058391,526.9,0.063
2019-10-22,15.9992,426.0757,323.827,15.6331,428.0156,369.7391,8.2512,410.0226,6.4754,0.9704,189.1822513,60.73910493,39.99993134,1396.660258,1401.355051,829.93554,892.2132567,158.17555235224,3.9,5.15,3130.0,526.0,3207.2,23.39,42.6,123.1,12.5,9.0,0.5,12.25,20.02,7.77,0.326964077,0.504613449,1.576576576576577,0.6118881118881119,607.7669902912621,165.7,12.872451204024818,535.0,0.06
2019-10-24,15.9998,426.0282,326.2624,17.9234,427.8133,368.4219,8.5363,410.0216,6.4045,0.969,192.9105342,60.85245444,39.99993134,1408.673366,1394.419817,843.2125496,892.885833,157.9471261638,4.0,5.12,3230.0,525.0,2881.2,22.78,41.9,114.2,10.8,6.3,0.4,11.84,19.17,7.33,0.328694052,0.50427674,1.6152796725784446,0.6176317162232654,630.859375,156.1,12.493998559308384,498.7,0.0605
2019-10-26,16.0003,425.7966,323.2225,15.988,427.9869,370.742,8.2214,410.0216,6.4804,0.9697,193.824343,60.58870718,39.99993134,1387.093137,1397.087394,824.6162228,891.3186072,158.06030785207005,3.4,5.17,3670.0,526.0,4639.3,23.92,51.6,142.1,12.6,6.8,0.6,13.75,21.45,7.7,0.478266393,0.588881063,1.7857142857142856,0.6410256410256411,709.8646034816247,193.7,13.917614738165444,620.0,0.0555
2019-10-28,15.999,425.7176,322.835,15.2248,427.9626,370.8428,8.3273,410.0195,6.5572,0.9688,189.963171,60.51990752,39.99993134,1392.947544,1405.510404,819.7276054,891.5975938,157.91422077200002,3.5,5.24,3480.0,522.0,3984.6,23.59,46.4,135.4,10.5,7.1,0.3,13.72,20.72,7.0,0.469229485,0.567119546,1.96,0.6621621621621623,664.1221374045801,181.8,13.48332303254654,588.0,0.063
2019-10-30,15.999,425.9864,323.7623,15.8445,427.7524,368.8235,7.8348,410.0241,6.6089,0.9712,187.0602883,60.46748977,39.99993134,1397.712082,1394.063743,819.1106855,891.4039907,158.30528202911998,3.4,5.29,3640.0,525.0,4557.9,23.95,48.3,138.3,12.5,8.8,0.4,13.28,20.6,7.32,0.462860828,0.564469054,1.814207650273224,0.6446601941747572,688.0907372400756,186.6,13.660161053223348,601.5,0.0565
2019-11-01,15.9997,425.8492,318.8848,13.9277,428.0408,371.2753,6.4038,410.0229,6.7892,0.9739,169.3559938,60.81163216,39.99993134,1407.901736,1388.941997,812.00332,890.5333997,158.74345058317,3.8,5.1,3700.0,523.0,3751.6,23.36,48.9,134.4,13.1,5.1,0.2,12.9,19.94,7.04,0.476495776,0.553125134,1.832386363636364,0.6469408224674021,725.4901960784314,183.3,13.538833036861044,586.5,0.052
2019-11-03,15.9995,425.9926,319.9485,14.492,427.7778,367.465,6.4937,410.0235,6.754,0.9722,169.8096468,60.79579093,39.99993134,1415.812023,1385.737853,820.4776903,889.9376977,158.4687205528,3.6,5.01,3670.0,524.0,4234.3,23.74,49.7,142.6,13.9,7.8,0.5,13.71,19.51,5.8,0.646047636,0.545816135,2.363793103448276,0.7027165556125063,732.5349301397206,192.3,13.86722755275906,620.1,0.0525
2019-11-05,15.9995,425.742,319.083,12.9806,427.9472,370.708,6.4584,410.0204,6.821,0.974,169.0599119,60.69876946,39.99993134,1402.129729,1382.206842,808.2689816,888.5940622,158.761987825,4.0,4.85,3580.0,522.0,3481.9,23.16,51.8,130.7,13.2,7.5,0.2,12.56,19.74,7.18,0.457860162,0.568330365,1.749303621169917,0.6362715298885513,738.1443298969073,182.5,13.509256086106296,574.5999999999999,0.055
2019-11-07,15.9999,426.0262,320.2883,15.4014,427.9648,368.1382,6.1734,410.0216,6.8143,0.9724,170.0213585,60.58156259,39.99993134,1416.747025,1375.162906,818.7821229,887.8909819,158.50154432684002,3.8,4.83,3620.0,525.0,3887.3,22.95,53.7,146.9,13.4,8.4,0.3,12.17,20.42,8.25,0.407288932,0.628269369,1.475151515151515,0.5959843290891282,749.4824016563147,200.6,14.163332941084173,641.3000000000001,0.05
2019-11-09,15.9995,425.9247,315.9027,13.464,428.0439,370.1501,6.6954,410.0245,6.6411,0.9729,170.9372791,60.45034855,39.99993134,1407.306227,1382.653095,807.0810496,887.4082351,158.58247633029,3.5,5.21,3690.0,521.0,4704.2,23.7,58.7,170.2,17.0,16.7,0.6,13.1,20.75,7.65,0.492862903,0.6589372,1.712418300653595,0.6313253012048192,708.253358925144,228.9,15.129441496631658,739.5,0.047
2019-11-11,16.0008,425.7836,316.9926,13.1416,427.9234,371.8227,6.387,410.0215,6.6921,0.9698,170.2218259,60.5132,39.99993134,1396.962459,1386.3102,803.9198591,886.6943108,158.07749300382,3.6,5.17,3740.0,524.0,4606.1,23.79,56.7,159.9,14.5,11.1,0.5,12.43,20.11,7.68,0.464591244,0.622109012,1.6184895833333333,0.618100447538538,723.404255319149,216.6,14.717336715588186,696.3000000000001,0.0375
2019-11-13,15.9979,426.0174,316.1225,15.597,427.7436,368.0531,6.7037,410.0183,6.6165,0.9713,171.0618374,60.13088193,39.99993134,1413.205706,1382.691696,810.754192,884.6780139,158.32196954508,3.3,5.31,3720.0,523.0,5099.4,23.96,59.5,172.0,13.5,9.0,0.5,13.24,22.71,9.47,0.404673831,0.641360904,1.3980992608236535,0.5830030823425804,700.5649717514125,231.5,15.215124054702938,747.5,0.055
2019-11-15,15.9998,425.6818,318.395,13.4489,428.0274,370.3633,6.7585,410.0204,6.7205,0.973,170.9983058,60.07187059,39.99993134,1402.940446,1385.172314,806.1392071,883.3980186,158.5991344686,3.5,5.13,3720.0,524.0,4372.1,23.55,53.9,154.8,11.0,9.1,0.7,13.27,22.19,8.92,0.415949076,0.556628564,1.4876681614349776,0.5980171248310049,725.1461988304094,208.7,14.446452851824908,673.1,0.0565
2019-11-17,15.9987,425.967,319.0852,14.5962,427.8206,367.8135,6.9242,410.0241,6.6519,0.9708,170.8456345,60.3812088,39.99993134,1415.387745,1380.359596,811.9689239,879.5946999,158.24066910576,3.5,5.14,3560.0,523.0,4250.0,24.1,53.4,151.1,11.8,9.7,0.5,13.67,22.6,8.93,0.414117915,0.579352109,1.530795072788354,0.6048672566371681,692.6070038910507,204.5,14.300349646075093,657.8,0.054
2019-11-19,16.0001,425.654,319.1426,12.5542,427.9745,370.8377,6.4207,410.0226,6.3814,0.9751,170.07802,59.91220013,39.99993134,1398.118894,1376.554237,797.8282931,881.0629784,158.94109152361997,3.6,5.12,3610.0,522.0,3820.5,23.82,53.7,145.8,10.0,7.0,0.2,13.1,21.78,8.68,0.405749883,0.511765794,1.5092165898617511,0.6014692378328742,705.078125,199.5,14.124446891825537,636.9000000000001,0.046
2019-11-21,18.8299,426.0175,316.2311,14.2316,427.9552,364.5859,6.5178,410.0183,5.5949,0.9751,163.9354699,72.91462871,39.99993134,1408.202497,1350.132779,808.7259384,881.5060592,158.94114876199,3.4,5.25,3360.0,524.0,4294.1,23.95,52.2,152.5,10.4,13.4,0.9,13.67,22.58,8.91,0.381321777,0.538422187,1.5342312008978676,0.6054030115146147,640.0,204.7,14.307340773183531,662.2,0.0424999999999999
2019-11-23,18.0007,425.8889,316.1155,13.247,427.9889,368.1832,6.4194,410.0208,5.618,0.973,161.9816761,72.76142233,39.99993134,1402.803516,1358.16488,804.401298,884.0489409,158.5987237653,3.6,5.09,3490.0,523.0,3537.2,23.53,49.7,138.0,12.0,9.6,0.4,12.93,21.22,8.29,0.390716802,0.494011233,1.5597104945717732,0.6093308199811499,685.6581532416503,187.7,13.700364958642524,601.7,0.053
2019-11-25,17.9975,425.8211,314.0721,11.8708,427.9989,369.6092,5.8582,410.0242,5.6801,0.9758,160.6011974,72.50608201,39.99993134,1389.792521,1360.573551,796.5632562,884.4286173,159.05592234574,3.5,5.16,3510.0,523.0,3881.6,23.33,50.8,139.2,9.9,8.8,0.2,12.79,21.42,8.63,0.367421942,0.516857396,1.4820393974507529,0.5971055088702146,680.2325581395348,190.0,13.784048752090222,607.5999999999999,0.0435
2019-11-27,18.0022,425.7002,314.1872,14.1852,427.9217,366.0802,5.8562,410.021,5.6649,0.9731,159.3661204,74.50118296,39.99993134,1389.378673,1352.046276,797.2719954,885.4056329,158.61569527321998,3.7,5.12,3440.0,522.0,3441.7,23.51,47.6,131.8,10.9,9.7,0.2,12.85,21.84,8.99,0.342730024,0.48219425,1.4293659621802002,0.5883699633699634,671.875,179.4,13.394028520202577,574.8000000000001,0.0435
2019-11-29,17.9994,425.891,310.1466,12.9908,427.9975,365.7446,5.7678,410.0215,5.6923,0.9741,157.7187569,74.49082429,39.99993134,1389.842392,1362.26928,794.7363816,884.8992862,158.77827613455,3.4,5.33,3430.0,521.0,3970.0,23.73,49.8,139.9,10.1,8.5,0.2,12.9,21.71,8.81,0.349034617,0.488960782,1.464245175936436,0.5941962229387379,643.5272045028142,189.7,13.773162309360911,609.4,0.04
2019-12-01,17.9986,425.9506,308.3208,13.3067,427.8849,362.4663,5.7501,410.0225,5.6637,0.9702,156.9293696,74.57982563,39.99993134,1395.618512,1363.527241,792.1883812,883.518807,158.14231602246,3.3,5.43,3400.0,522.0,3968.1,23.98,49.4,139.0,13.1,8.6,0.7,12.52,21.65,9.13,0.320301263,0.458293012,1.3713033953997809,0.5782909930715936,626.1510128913444,188.4,13.725887949418793,605.4,0.033
2019-12-03,17.9987,425.9478,310.9947,13.4373,427.9688,364.6561,5.4409,410.0254,5.7018,0.9738,156.2857164,74.63774746,39.99993134,1395.568148,1365.155381,792.7065776,881.9539498,158.73062377446,3.4,5.51,3380.0,520.0,3631.8,23.88,47.6,131.8,9.0,8.5,0.2,12.08,20.71,8.63,0.311259895,0.45170573,1.399768250289687,0.5832930951231289,613.4301270417424,179.4,13.394028520202577,574.8000000000001,0.0355
2019-12-05,17.9992,425.8606,309.3457,14.1905,428.0658,363.1132,5.5365,410.0184,5.6792,0.9756,156.6978113,74.60751806,39.99993134,1366.263132,1330.067828,805.8882343,889.4394574,159.022748781,3.5,5.37,3270.0,516.0,3533.4,23.44,46.2,131.3,9.4,8.4,0.2,12.84,20.74,7.9,0.350287444,0.433650161,1.6253164556962023,0.6190935390549663,608.9385474860335,177.5,13.322912594474229,571.4000000000001,0.031
2019-12-06,18.0015,425.9191,312.3804,13.4372,427.9907,362.8368,5.773,410.0257,5.681,0.9761,159.7880038,74.56454036,39.99993134,1371.760461,1335.752132,808.7891669,891.4155248,159.10404123588998,3.4,5.28,3230.0,524.0,3768.3,23.79,46.5,126.8,8.4,7.3,0.1,12.63,20.86,8.23,0.33321322,0.443530082,1.534629404617254,0.6054650047938639,611.7424242424242,173.3,13.164345787011218,553.7,0.0325
2019-12-07,17.9995,425.8219,312.3733,12.9378,428.0234,364.3555,5.9829,410.0216,5.6499,0.9737,161.6348887,74.63494504,39.99993134,1366.266133,1339.070692,807.8689042,893.2195985,158.71344128185,3.3,5.42,3290.0,525.0,4002.9,23.95,46.2,139.2,10.6,8.2,0.6,12.92,21.88,8.96,0.323495231,0.431538457,1.4419642857142856,0.5904936014625228,607.0110701107011,185.4,13.61616686149226,603.0,0.033
2019-12-09,17.9972,425.8023,309.521,12.4907,428.0599,366.0038,6.2399,410.0218,5.6418,0.9714,162.1413499,74.78488277,39.99993134,1357.680296,1339.632683,800.8834334,892.4382602,158.33892874428,3.4,5.43,3400.0,526.0,3716.7,23.9,45.3,132.7,9.3,7.8,0.3,12.91,21.9,8.99,0.32494505,0.407745644,1.436040044493882,0.5894977168949772,626.1510128913444,178.0,13.341664064126334,576.0999999999999,0.0355
2019-12-10,18.0006,425.9536,309.9014,15.4991,427.8109,364.4774,6.2511,410.0208,5.5814,0.9668,162.0213177,74.88815631,39.99993134,1367.887847,1335.441059,804.3677347,889.2911912,157.5886262312,3.3,5.46,3270.0,527.0,3761.1,23.78,46.0,141.2,10.8,8.3,0.2,13.09,21.81,8.72,0.331512134,0.407745644,1.5011467889908257,0.6001834021091242,598.9010989010989,187.2,13.682105101189656,610.8,0.035
2019-12-11,17.9993,425.7827,311.5614,14.2721,427.7065,365.7972,5.9821,410.0216,5.6013,0.9639,161.8731772,74.78588426,39.99993134,1366.72554,1329.307489,805.6854748,889.5979095,157.11655131648,3.5,5.53,3190.0,527.0,3826.9,23.41,45.9,140.9,10.8,9.0,0.1,12.98,20.75,7.77,0.349434242,0.422854296,1.6705276705276706,0.6255421686746988,576.8535262206148,186.8,13.66747965061591,609.5,0.037
2019-12-12,18.0011,426.0471,310.7469,13.1516,428.6571,366.3176,6.2423,410.0249,5.6347,0.9695,161.8789197,74.61276541,39.99993134,1367.704309,1335.007563,803.975366,889.9516334,158.02950721355,3.1,5.59,3240.0,526.0,4313.6,24.13,45.5,144.2,12.1,8.6,0.5,13.27,22.35,9.08,0.319055069,0.464253331,1.461453744493392,0.5937360178970916,579.6064400715563,189.7,13.773162309360911,622.3,0.038
2019-12-13,17.9996,425.8677,308.6945,13.1206,429.0285,366.2222,6.6792,410.021,5.6144,0.9717,162.0380772,74.54773976,39.99993134,1368.550937,1339.888581,800.7761778,889.0013188,158.38724497764002,3.2,5.58,3470.0,526.0,4611.7,24.15,48.0,146.8,10.8,8.2,0.1,13.2,22.32,9.12,0.34382889,0.454624438,1.4473684210526316,0.5913978494623655,621.8637992831541,194.8,13.957077057894322,635.2,0.0365
2019-12-15,17.9992,426.0186,308.1651,13.5729,428.8433,364.378,6.7287,410.025,5.5622,0.9714,162.1687176,74.70896682,39.99993134,1372.601688,1339.828955,802.5461259,888.8410682,158.3381038314,3.0,5.6,3350.0,527.0,4507.4,24.47,50.7,152.4,12.3,10.3,0.5,13.52,22.57,9.05,0.353207737,0.487058012,1.4939226519337014,0.5990252547629596,598.2142857142858,203.1,14.251315728731855,660.3000000000001,0.0365
2019-12-17,17.9993,425.9554,307.3898,14.7472,427.9873,365.9067,6.122,410.0173,5.6118,0.9667,161.7905802,74.49087922,39.99993134,1374.314379,1332.370024,803.6474206,886.6309717,157.5721551019,2.9,5.68,3290.0,526.0,5077.4,24.44,50.7,155.6,11.9,9.1,0.5,13.77,22.81,9.04,0.351010633,0.487667716,1.5232300884955754,0.6036825953529154,579.2253521126761,206.3,14.363147287415806,673.1,0.0325
2019-12-18,17.9978,425.6937,307.5389,13.7375,427.9562,367.6447,5.7708,410.0234,5.6395,0.9712,162.1050694,74.27912254,39.99993134,1366.419117,1327.905345,800.6370947,887.7593596,158.30594283359997,2.8,5.67,3360.0,525.0,5067.6,24.52,51.4,156.3,10.7,6.9,0.2,13.8,22.33,8.53,0.383955924,0.490404051,1.6178194607268466,0.6180026869682043,592.5925925925926,207.7,14.411800720243116,676.6,0.033
2019-12-20,17.9996,425.9637,309.1791,15.6092,428.0025,364.2165,6.0247,410.026,5.6152,0.9719,163.2122102,74.54316186,39.99993134,1391.827594,1334.295298,809.3551727,883.9081899,158.41952165635,2.7,5.77,3420.0,522.0,5526.8,24.91,47.5,153.6,11.6,5.8,0.3,13.98,23.22,9.24,0.359022479,0.492527623,1.512987012987013,0.6020671834625323,592.7209705372618,201.1,14.18097316829843,661.9,0.0355
2019-12-22,18.0004,425.7854,306.5951,13.7668,427.9843,365.8286,6.2769,410.0221,5.6092,0.9673,163.3609496,74.68625478,39.99993134,1385.988242,1337.002039,800.3292555,885.6246987,157.67004161272,2.7,5.77,3280.0,525.0,5294.0,24.69,48.1,156.9,11.0,6.0,0.4,13.82,22.87,9.05,0.347785843,0.509799669,1.5270718232044198,0.6042850896370792,568.4575389948008,205.0,14.317821063276352,675.7,0.0355
2019-12-24,18.0004,426.011,306.2602,12.6024,428.0439,364.4466,6.2516,410.0235,5.6106,0.9682,163.1165561,74.5143168,39.99993134,1391.052743,1348.152223,802.6550811,885.9469559,157.8168933646,2.5,5.94,3380.0,527.0,6072.3,25.0,48.9,158.5,12.7,5.9,0.3,13.77,22.59,8.82,0.362490292,0.507877105,1.5612244897959182,0.6095617529880478,569.0235690235689,207.4,14.401388821915754,682.9,0.0365
2019-12-25,18.0001,426.0179,307.1508,15.4413,427.8681,362.4046,6.2774,410.0206,5.9485,0.9665,162.5270829,74.56161602,39.99993134,1400.961731,1349.061879,804.8523282,880.9719284,157.54019945605,2.6,5.75,3400.0,525.0,5779.7,25.04,48.7,155.0,10.2,6.2,0.1,13.75,22.89,9.14,0.36029132,0.508156185,1.5043763676148796,0.6006989951944081,591.304347826087,203.7,14.27235089254745,668.7,0.038
